Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
598,tt0811676,2020-08-02,2020-08-02,,"Doctor Who: Enlightenment: Part Three","Doctor Who: Enlightenment: Part Three",https://www.imdb.com/title/tt0811676/,TV Episode,7.6,25,1983,"Adventure, Drama, Family, Sci-Fi",482,1983-03-08,"Fiona Cumming",,
599,tt0811677,2020-08-02,2020-08-02,,"Doctor Who: Enlightenment: Part Four","Doctor Who: Enlightenment: Part Four",https://www.imdb.com/title/tt0811677/,TV Episode,7.7,25,1983,"Adventure, Drama, Family, Sci-Fi",488,1983-03-09,"Fiona Cumming",,
600,tt0562927,2020-08-02,2020-08-02,,"Doctor Who: The King's Demons: Part One","Doctor Who: The King's Demons: Part One",https://www.imdb.com/title/tt0562927/,TV Episode,6.4,25,1983,"Adventure, Drama, Family, Sci-Fi",496,1983-03-15,"Tony Virgo",,
601,tt0811708,2020-08-02,2020-08-02,,"Doctor Who: The King's Demons: Part Two","Doctor Who: The King's Demons: Part Two",https://www.imdb.com/title/tt0811708/,TV Episode,6.2,25,1983,"Adventure, Drama, Family, Sci-Fi",451,1983-03-16,"Tony Virgo",,
602,tt0123044,2020-08-02,2020-08-02,,"Doctor Who: The Five Doctors","Doctor Who: The Five Doctors",https://www.imdb.com/title/tt0123044/,TV Episode,8.1,90,1983,"Adventure, Drama, Family, Sci-Fi",1601,1983-11-23,"Peter Moffatt, John Nathan-Turner, Pennant Roberts",,
603,tt0562983,2020-08-02,2020-08-02,,"Doctor Who: Warriors of the Deep: Part One","Doctor Who: Warriors of the Deep: Part One",https://www.imdb.com/title/tt0562983/,TV Episode,6.3,25,1984,"Adventure, Drama, Family, Sci-Fi",536,1984-01-05,"Pennant Roberts",,
604,tt0811767,2020-08-02,2020-08-02,,"Doctor Who: Warriors of the Deep: Part Two","Doctor Who: Warriors of the Deep: Part Two",https://www.imdb.com/title/tt0811767/,TV Episode,6.2,24,1984,"Adventure, Drama, Family, Sci-Fi",473,1984-01-06,"Pennant Roberts",,
605,tt0811768,2020-08-02,2020-08-02,,"Doctor Who: Warriors of the Deep: Part Three","Doctor Who: Warriors of the Deep: Part Three",https://www.imdb.com/title/tt0811768/,TV Episode,6.1,24,1984,"Adventure, Drama, Family, Sci-Fi",466,1984-01-12,"Pennant Roberts",,
606,tt0811769,2020-08-02,2020-08-02,,"Doctor Who: Warriors of the Deep: Part Four","Doctor Who: Warriors of the Deep: Part Four",https://www.imdb.com/title/tt0811769/,TV Episode,6.4,24,1984,"Adventure, Drama, Family, Sci-Fi",473,1984-01-13,"Pennant Roberts",,
607,tt0562893,2020-08-02,2020-08-02,,"Doctor Who: The Awakening: Part One","Doctor Who: The Awakening: Part One",https://www.imdb.com/title/tt0562893/,TV Episode,6.8,25,1984,"Adventure, Drama, Family, Sci-Fi",481,1984-01-19,"Michael Owen Morris",,
608,tt0811867,2020-08-02,2020-08-02,,"Doctor Who: The Awakening: Part Two","Doctor Who: The Awakening: Part Two",https://www.imdb.com/title/tt0811867/,TV Episode,6.8,25,1984,"Adventure, Drama, Family, Sci-Fi",447,1984-01-20,"Michael Owen Morris",,
609,tt0562846,2020-08-02,2020-08-02,,"Doctor Who: Frontios: Part One","Doctor Who: Frontios: Part One",https://www.imdb.com/title/tt0562846/,TV Episode,6.8,25,1984,"Adventure, Drama, Family, Sci-Fi",466,1984-01-26,"Ron Jones",,
610,tt0811681,2020-08-02,2020-08-02,,"Doctor Who: Frontios: Part Two","Doctor Who: Frontios: Part Two",https://www.imdb.com/title/tt0811681/,TV Episode,6.8,25,1984,"Adventure, Drama, Family, Sci-Fi",425,1984-01-27,"Ron Jones",,
611,tt0811682,2020-08-02,2020-08-02,,"Doctor Who: Frontios: Part Three","Doctor Who: Frontios: Part Three",https://www.imdb.com/title/tt0811682/,TV Episode,6.8,25,1984,"Adventure, Drama, Family, Sci-Fi",421,1984-02-02,"Ron Jones",,
612,tt0811683,2020-08-02,2020-08-02,,"Doctor Who: Frontios: Part Four","Doctor Who: Frontios: Part Four",https://www.imdb.com/title/tt0811683/,TV Episode,6.8,24,1984,"Adventure, Drama, Family, Sci-Fi",421,1984-02-03,"Ron Jones",,
613,tt0562872,2020-08-02,2020-08-02,,"Doctor Who: Resurrection of the Daleks: Part One","Doctor Who: Resurrection of the Daleks: Part One",https://www.imdb.com/title/tt0562872/,TV Episode,7.7,46,1984,"Adventure, Drama, Family, Sci-Fi",614,1984-02-08,"Matthew Robinson",,
614,tt0811835,2020-08-02,2020-08-02,,"Doctor Who: Resurrection of the Daleks: Part Two","Doctor Who: Resurrection of the Daleks: Part Two",https://www.imdb.com/title/tt0811835/,TV Episode,7.8,47,1984,"Adventure, Drama, Family, Sci-Fi",550,1984-02-15,"Matthew Robinson",,
615,tt0562866,2020-08-02,2020-08-02,,"Doctor Who: Planet of Fire: Part One","Doctor Who: Planet of Fire: Part One",https://www.imdb.com/title/tt0562866/,TV Episode,7.1,24,1984,"Adventure, Drama, Family, Sci-Fi",489,1984-02-23,"Fiona Cumming",,
616,tt0811826,2020-08-02,2020-08-02,,"Doctor Who: Planet of Fire: Part Two","Doctor Who: Planet of Fire: Part Two",https://www.imdb.com/title/tt0811826/,TV Episode,7.1,24,1984,"Adventure, Drama, Family, Sci-Fi",437,1984-02-24,"Fiona Cumming",,
617,tt0811827,2020-08-02,2020-08-02,,"Doctor Who: Planet of Fire: Part Three","Doctor Who: Planet of Fire: Part Three",https://www.imdb.com/title/tt0811827/,TV Episode,7.1,24,1984,"Adventure, Drama, Family, Sci-Fi",433,1984-03-01,"Fiona Cumming",,
618,tt0811828,2020-08-02,2020-08-02,,"Doctor Who: Planet of Fire: Part Four","Doctor Who: Planet of Fire: Part Four",https://www.imdb.com/title/tt0811828/,TV Episode,7.2,25,1984,"Adventure, Drama, Family, Sci-Fi",440,1984-03-02,"Fiona Cumming",,
619,tt0562896,2020-08-02,2020-08-02,,"Doctor Who: The Caves of Androzani: Part One","Doctor Who: The Caves of Androzani: Part One",https://www.imdb.com/title/tt0562896/,TV Episode,8.4,25,1984,"Adventure, Drama, Family, Sci-Fi",813,1984-03-08,"Graeme Harper",,
620,tt0811871,2020-08-02,2020-08-02,,"Doctor Who: The Caves of Androzani: Part Two","Doctor Who: The Caves of Androzani: Part Two",https://www.imdb.com/title/tt0811871/,TV Episode,8.4,25,1984,"Adventure, Drama, Family, Sci-Fi",709,1984-03-09,"Graeme Harper",,
621,tt0811872,2020-08-02,2020-08-02,,"Doctor Who: The Caves of Androzani: Part Three","Doctor Who: The Caves of Androzani: Part Three",https://www.imdb.com/title/tt0811872/,TV Episode,8.6,25,1984,"Adventure, Drama, Family, Sci-Fi",723,1984-03-15,"Graeme Harper",,
622,tt0811873,2020-08-02,2020-08-02,,"Doctor Who: The Caves of Androzani: Part Four","Doctor Who: The Caves of Androzani: Part Four",https://www.imdb.com/title/tt0811873/,TV Episode,8.9,26,1984,"Adventure, Drama, Family, Sci-Fi",809,1984-03-16,"Graeme Harper",,
623,tt0562968,2020-08-02,2020-08-02,,"Doctor Who: The Twin Dilemma: Part One","Doctor Who: The Twin Dilemma: Part One",https://www.imdb.com/title/tt0562968/,TV Episode,5.3,25,1984,"Adventure, Drama, Family, Sci-Fi",536,1984-03-22,"Peter Moffatt",,
624,tt0811747,2020-08-02,2020-08-02,,"Doctor Who: The Twin Dilemma: Part Two","Doctor Who: The Twin Dilemma: Part Two",https://www.imdb.com/title/tt0811747/,TV Episode,5.3,25,1984,"Adventure, Drama, Family, Sci-Fi",476,1984-03-23,"Peter Moffatt",,
625,tt0811748,2020-08-02,2020-08-02,,"Doctor Who: The Twin Dilemma: Part Three","Doctor Who: The Twin Dilemma: Part Three",https://www.imdb.com/title/tt0811748/,TV Episode,5.3,24,1984,"Adventure, Drama, Family, Sci-Fi",476,1984-03-29,"Peter Moffatt",,
626,tt0811749,2020-08-02,2020-08-02,,"Doctor Who: The Twin Dilemma: Part Four","Doctor Who: The Twin Dilemma: Part Four",https://www.imdb.com/title/tt0811749/,TV Episode,5.3,25,1984,"Adventure, Drama, Family, Sci-Fi",478,1984-03-30,"Peter Moffatt",,
627,tt0562830,2020-08-02,2020-08-02,,"Doctor Who: Attack of the Cybermen: Part One","Doctor Who: Attack of the Cybermen: Part One",https://www.imdb.com/title/tt0562830/,TV Episode,6.9,44,1985,"Adventure, Drama, Family, Sci-Fi",630,1985-01-05,"Matthew Robinson",,
628,tt0811654,2020-08-02,2020-08-02,,"Doctor Who: Attack of the Cybermen: Part Two","Doctor Who: Attack of the Cybermen: Part Two",https://www.imdb.com/title/tt0811654/,TV Episode,6.7,45,1985,"Adventure, Drama, Family, Sci-Fi",568,1985-01-12,"Matthew Robinson",,
629,tt0562982,2020-08-02,2020-08-02,,"Doctor Who: Vengeance on Varos: Part One","Doctor Who: Vengeance on Varos: Part One",https://www.imdb.com/title/tt0562982/,TV Episode,7.5,45,1985,"Adventure, Drama, Family, Sci-Fi",667,1985-01-19,"Ron Jones",,
630,tt0811766,2020-08-02,2020-08-02,,"Doctor Who: Vengeance on Varos: Part Two","Doctor Who: Vengeance on Varos: Part Two",https://www.imdb.com/title/tt0811766/,TV Episode,7.5,45,1985,"Adventure, Drama, Family, Sci-Fi",597,1985-01-26,"Ron Jones",,
631,tt0562931,2020-08-02,2020-08-02,,"Doctor Who: The Mark of the Rani: Part One","Doctor Who: The Mark of the Rani: Part One",https://www.imdb.com/title/tt0562931/,TV Episode,6.8,45,1985,"Adventure, Drama, Family, Sci-Fi",597,1985-02-02,"Sarah Hellings",,
632,tt0811712,2020-08-02,2020-08-02,,"Doctor Who: The Mark of the Rani: Part Two","Doctor Who: The Mark of the Rani: Part Two",https://www.imdb.com/title/tt0811712/,TV Episode,6.7,45,1985,"Adventure, Drama, Family, Sci-Fi",549,1985-02-09,"Sarah Hellings",,
633,tt0562969,2020-08-02,2020-08-02,,"Doctor Who: The Two Doctors: Part One","Doctor Who: The Two Doctors: Part One",https://www.imdb.com/title/tt0562969/,TV Episode,7.3,45,1985,"Adventure, Drama, Family, Sci-Fi",625,1985-02-16,"Peter Moffatt",,
634,tt0811750,2020-08-02,2020-08-02,,"Doctor Who: The Two Doctors: Part Two","Doctor Who: The Two Doctors: Part Two",https://www.imdb.com/title/tt0811750/,TV Episode,7.2,45,1985,"Adventure, Drama, Family, Sci-Fi",553,1985-02-23,"Peter Moffatt",,
635,tt0811751,2020-08-02,2020-08-02,,"Doctor Who: The Two Doctors: Part Three","Doctor Who: The Two Doctors: Part Three",https://www.imdb.com/title/tt0811751/,TV Episode,7.2,45,1985,"Adventure, Drama, Family, Sci-Fi",553,1985-03-02,"Peter Moffatt",,
636,tt0562980,2020-08-02,2020-08-02,,"Doctor Who: Timelash: Part One","Doctor Who: Timelash: Part One",https://www.imdb.com/title/tt0562980/,TV Episode,5.6,45,1985,"Adventure, Drama, Family, Sci-Fi",537,1985-03-09,"Pennant Roberts",,
637,tt0811762,2020-08-02,2020-08-02,,"Doctor Who: Timelash: Part Two","Doctor Who: Timelash: Part Two",https://www.imdb.com/title/tt0811762/,TV Episode,5.4,45,1985,"Adventure, Drama, Family, Sci-Fi",492,1985-03-16,"Pennant Roberts",,
638,tt0562873,2020-08-02,2020-08-02,,"Doctor Who: Revelation of the Daleks: Part One","Doctor Who: Revelation of the Daleks: Part One",https://www.imdb.com/title/tt0562873/,TV Episode,7.4,45,1985,"Adventure, Drama, Family, Sci-Fi",631,1985-03-23,"Graeme Harper",,
639,tt0811836,2020-08-02,2020-08-02,,"Doctor Who: Revelation of the Daleks: Part Two","Doctor Who: Revelation of the Daleks: Part Two",https://www.imdb.com/title/tt0811836/,TV Episode,7.6,45,1985,"Adventure, Drama, Family, Sci-Fi",578,1985-03-30,"Graeme Harper",,
640,tt0562939,2020-08-02,2020-08-02,,"Doctor Who: The Trial of a Time Lord: Part One","Doctor Who: The Trial of a Time Lord: Part One",https://www.imdb.com/title/tt0562939/,TV Episode,7.0,25,1986,"Adventure, Drama, Family, Sci-Fi",567,1986-09-06,"Nicholas Mallett",,
641,tt0811716,2020-08-02,2020-08-02,,"Doctor Who: The Trial of a Time Lord: Part Two","Doctor Who: The Trial of a Time Lord: Part Two",https://www.imdb.com/title/tt0811716/,TV Episode,6.8,25,1986,"Adventure, Drama, Family, Sci-Fi",505,1986-09-13,"Nicholas Mallett",,
642,tt0811717,2020-08-02,2020-08-02,,"Doctor Who: The Trial of a Time Lord: Part Three","Doctor Who: The Trial of a Time Lord: Part Three",https://www.imdb.com/title/tt0811717/,TV Episode,6.7,24,1986,"Adventure, Drama, Family, Sci-Fi",500,1986-09-20,"Nicholas Mallett",,
643,tt0811718,2020-08-02,2020-08-02,,"Doctor Who: The Trial of a Time Lord: Part Four","Doctor Who: The Trial of a Time Lord: Part Four",https://www.imdb.com/title/tt0811718/,TV Episode,6.7,24,1986,"Adventure, Drama, Family, Sci-Fi",502,1986-09-27,"Nicholas Mallett",,
644,tt0562861,2020-08-02,2020-08-02,,"Doctor Who: The Trial of a Time Lord: Part Five","Doctor Who: The Trial of a Time Lord: Part Five",https://www.imdb.com/title/tt0562861/,TV Episode,7.0,25,1986,"Adventure, Drama, Family, Sci-Fi",512,1986-10-04,"Ron Jones",,
645,tt0811814,2020-08-02,2020-08-02,,"Doctor Who: The Trial of a Time Lord: Part Six","Doctor Who: The Trial of a Time Lord: Part Six",https://www.imdb.com/title/tt0811814/,TV Episode,6.9,25,1986,"Adventure, Drama, Family, Sci-Fi",487,1986-10-11,"Ron Jones",,
646,tt0811815,2020-08-02,2020-08-02,,"Doctor Who: The Trial of a Time Lord: Part Seven","Doctor Who: The Trial of a Time Lord: Part Seven",https://www.imdb.com/title/tt0811815/,TV Episode,6.8,25,1986,"Adventure, Drama, Family, Sci-Fi",485,1986-10-18,"Ron Jones",,
647,tt0811816,2020-08-02,2020-08-02,,"Doctor Who: The Trial of a Time Lord: Part Eight","Doctor Who: The Trial of a Time Lord: Part Eight",https://www.imdb.com/title/tt0811816/,TV Episode,7.2,25,1986,"Adventure, Drama, Family, Sci-Fi",498,1986-10-25,"Ron Jones",,
648,tt0562884,2020-08-02,2020-08-02,,"Doctor Who: The Trial of a Time Lord: Part Nine","Doctor Who: The Trial of a Time Lord: Part Nine",https://www.imdb.com/title/tt0562884/,TV Episode,6.8,25,1986,"Adventure, Drama, Family, Sci-Fi",511,1986-11-01,"Chris Clough",,
649,tt0811850,2020-08-02,2020-08-02,,"Doctor Who: The Trial of a Time Lord: Part Ten","Doctor Who: The Trial of a Time Lord: Part Ten",https://www.imdb.com/title/tt0811850/,TV Episode,6.7,24,1986,"Adventure, Drama, Family, Sci-Fi",476,1986-11-08,"Chris Clough",,
650,tt0811851,2020-08-02,2020-08-02,,"Doctor Who: The Trial of a Time Lord: Part Eleven","Doctor Who: The Trial of a Time Lord: Part Eleven",https://www.imdb.com/title/tt0811851/,TV Episode,6.7,24,1986,"Adventure, Drama, Family, Sci-Fi",480,1986-11-15,"Chris Clough",,
651,tt0811852,2020-08-02,2020-08-02,,"Doctor Who: The Trial of a Time Lord: Part Twelve","Doctor Who: The Trial of a Time Lord: Part Twelve",https://www.imdb.com/title/tt0811852/,TV Episode,6.7,25,1986,"Adventure, Drama, Family, Sci-Fi",483,1986-11-22,"Chris Clough",,
652,tt0562970,2020-08-02,2020-08-02,,"Doctor Who: The Trial of a Time Lord: Part Thirteen","Doctor Who: The Trial of a Time Lord: Part Thirteen",https://www.imdb.com/title/tt0562970/,TV Episode,7.3,25,1986,"Adventure, Drama, Family, Sci-Fi",507,1986-11-29,"Chris Clough",,
653,tt0811752,2020-08-02,2020-08-02,,"Doctor Who: The Trial of a Time Lord: Part Fourteen","Doctor Who: The Trial of a Time Lord: Part Fourteen",https://www.imdb.com/title/tt0811752/,TV Episode,6.7,30,1986,"Adventure, Drama, Family, Sci-Fi",498,1986-12-06,"Chris Clough",,
654,tt0562978,2020-08-02,2020-08-02,,"Doctor Who: Time and the Rani: Part One","Doctor Who: Time and the Rani: Part One",https://www.imdb.com/title/tt0562978/,TV Episode,5.6,25,1987,"Adventure, Drama, Family, Sci-Fi",621,1987-09-07,"Andrew Morgan",,
655,tt0811756,2020-08-02,2020-08-02,,"Doctor Who: Time and the Rani: Part Two","Doctor Who: Time and the Rani: Part Two",https://www.imdb.com/title/tt0811756/,TV Episode,5.5,24,1987,"Adventure, Drama, Family, Sci-Fi",558,1987-09-14,"Andrew Morgan",,
656,tt0811757,2020-08-02,2020-08-02,,"Doctor Who: Time and the Rani: Part Three","Doctor Who: Time and the Rani: Part Three",https://www.imdb.com/title/tt0811757/,TV Episode,5.4,24,1987,"Adventure, Drama, Family, Sci-Fi",544,1987-09-21,"Andrew Morgan",,
657,tt0811758,2020-08-02,2020-08-02,,"Doctor Who: Time and the Rani: Part Four","Doctor Who: Time and the Rani: Part Four",https://www.imdb.com/title/tt0811758/,TV Episode,5.4,24,1987,"Adventure, Drama, Family, Sci-Fi",553,1987-09-28,"Andrew Morgan",,
658,tt0562864,2020-08-02,2020-08-02,,"Doctor Who: Paradise Towers: Part One","Doctor Who: Paradise Towers: Part One",https://www.imdb.com/title/tt0562864/,TV Episode,6.4,25,1987,"Adventure, Drama, Family, Sci-Fi",588,1987-10-05,"Nicholas Mallett",,
659,tt0811820,2020-08-02,2020-08-02,,"Doctor Who: Paradise Towers: Part Two","Doctor Who: Paradise Towers: Part Two",https://www.imdb.com/title/tt0811820/,TV Episode,6.3,25,1987,"Adventure, Drama, Family, Sci-Fi",519,1987-10-12,"Nicholas Mallett",,
660,tt0811821,2020-08-02,2020-08-02,,"Doctor Who: Paradise Towers: Part Three","Doctor Who: Paradise Towers: Part Three",https://www.imdb.com/title/tt0811821/,TV Episode,6.3,24,1987,"Adventure, Drama, Family, Sci-Fi",511,1987-10-19,"Nicholas Mallett",,
661,tt0811822,2020-08-02,2020-08-02,,"Doctor Who: Paradise Towers: Part Four","Doctor Who: Paradise Towers: Part Four",https://www.imdb.com/title/tt0811822/,TV Episode,6.3,24,1987,"Adventure, Drama, Family, Sci-Fi",519,1987-10-26,"Nicholas Mallett",,
662,tt0562839,2020-08-02,2020-08-02,,"Doctor Who: Delta and the Bannermen: Part One","Doctor Who: Delta and the Bannermen: Part One",https://www.imdb.com/title/tt0562839/,TV Episode,5.9,25,1987,"Adventure, Drama, Family, Sci-Fi",577,1987-11-02,"Chris Clough",,
663,tt0811665,2020-08-02,2020-08-02,,"Doctor Who: Delta and the Bannermen: Part Two","Doctor Who: Delta and the Bannermen: Part Two",https://www.imdb.com/title/tt0811665/,TV Episode,5.8,24,1987,"Adventure, Drama, Family, Sci-Fi",518,1987-11-09,"Chris Clough",,
664,tt0811666,2020-08-02,2020-08-02,,"Doctor Who: Delta and the Bannermen: Part Three","Doctor Who: Delta and the Bannermen: Part Three",https://www.imdb.com/title/tt0811666/,TV Episode,5.7,24,1987,"Adventure, Drama, Family, Sci-Fi",523,1987-11-16,"Chris Clough",,
665,tt0562841,2020-08-02,2020-08-02,,"Doctor Who: Dragonfire: Part One","Doctor Who: Dragonfire: Part One",https://www.imdb.com/title/tt0562841/,TV Episode,6.4,25,1987,"Adventure, Drama, Family, Sci-Fi",561,1987-11-23,"Chris Clough",,
666,tt0811670,2020-08-02,2020-08-02,,"Doctor Who: Dragonfire: Part Two","Doctor Who: Dragonfire: Part Two",https://www.imdb.com/title/tt0811670/,TV Episode,6.4,25,1987,"Adventure, Drama, Family, Sci-Fi",509,1987-11-30,"Chris Clough",,
667,tt0811671,2020-08-02,2020-08-02,,"Doctor Who: Dragonfire: Part Three","Doctor Who: Dragonfire: Part Three",https://www.imdb.com/title/tt0811671/,TV Episode,6.5,25,1987,"Adventure, Drama, Family, Sci-Fi",523,1987-12-07,"Chris Clough",,
668,tt0562871,2020-08-02,2020-08-02,,"Doctor Who: Remembrance of the Daleks: Part One","Doctor Who: Remembrance of the Daleks: Part One",https://www.imdb.com/title/tt0562871/,TV Episode,8.4,25,1988,"Adventure, Drama, Family, Sci-Fi",874,1988-10-05,"Andrew Morgan",,
669,tt0811832,2020-08-02,2020-08-02,,"Doctor Who: Remembrance of the Daleks: Part Two","Doctor Who: Remembrance of the Daleks: Part Two",https://www.imdb.com/title/tt0811832/,TV Episode,8.5,25,1988,"Adventure, Drama, Family, Sci-Fi",741,1988-10-12,"Andrew Morgan",,
670,tt0811833,2020-08-02,2020-08-02,,"Doctor Who: Remembrance of the Daleks: Part Three","Doctor Who: Remembrance of the Daleks: Part Three",https://www.imdb.com/title/tt0811833/,TV Episode,8.4,25,1988,"Adventure, Drama, Family, Sci-Fi",733,1988-10-19,"Andrew Morgan",,
671,tt0811834,2020-08-02,2020-08-02,,"Doctor Who: Remembrance of the Daleks: Part Four","Doctor Who: Remembrance of the Daleks: Part Four",https://www.imdb.com/title/tt0811834/,TV Episode,8.5,25,1988,"Adventure, Drama, Family, Sci-Fi",751,1988-10-26,"Andrew Morgan",,
672,tt0562918,2020-08-02,2020-08-02,,"Doctor Who: The Happiness Patrol: Part One","Doctor Who: The Happiness Patrol: Part One",https://www.imdb.com/title/tt0562918/,TV Episode,6.8,25,1988,"Adventure, Drama, Family, Sci-Fi",597,1988-11-02,"Chris Clough",,
673,tt0811692,2020-08-02,2020-08-02,,"Doctor Who: The Happiness Patrol: Part Two","Doctor Who: The Happiness Patrol: Part Two",https://www.imdb.com/title/tt0811692/,TV Episode,6.7,25,1988,"Adventure, Drama, Family, Sci-Fi",528,1988-11-09,"Chris Clough",,
674,tt0811693,2020-08-02,2020-08-02,,"Doctor Who: The Happiness Patrol: Part Three","Doctor Who: The Happiness Patrol: Part Three",https://www.imdb.com/title/tt0811693/,TV Episode,6.8,25,1988,"Adventure, Drama, Family, Sci-Fi",530,1988-11-16,"Chris Clough",,
675,tt0562877,2020-08-02,2020-08-02,,"Doctor Who: Silver Nemesis: Part One","Doctor Who: Silver Nemesis: Part One",https://www.imdb.com/title/tt0562877/,TV Episode,6.5,30,1988,"Adventure, Drama, Family, Sci-Fi",583,1988-11-23,"Chris Clough",,
676,tt0811837,2020-08-02,2020-08-02,,"Doctor Who: Silver Nemesis: Part Two","Doctor Who: Silver Nemesis: Part Two",https://www.imdb.com/title/tt0811837/,TV Episode,6.4,26,1988,"Adventure, Drama, Family, Sci-Fi",523,1988-11-30,"Chris Clough",,
677,tt0811838,2020-08-02,2020-08-02,,"Doctor Who: Silver Nemesis: Part Three","Doctor Who: Silver Nemesis: Part Three",https://www.imdb.com/title/tt0811838/,TV Episode,6.4,30,1988,"Adventure, Drama, Family, Sci-Fi",526,1988-12-07,"Chris Clough",,
678,tt0562914,2020-08-02,2020-08-02,,"Doctor Who: The Greatest Show in the Galaxy: Part One","Doctor Who: The Greatest Show in the Galaxy: Part One",https://www.imdb.com/title/tt0562914/,TV Episode,7.2,25,1988,"Adventure, Drama, Family, Sci-Fi",577,1988-12-14,"Alan Wareing",,
679,tt0811886,2020-08-02,2020-08-02,,"Doctor Who: The Greatest Show in the Galaxy: Part Two","Doctor Who: The Greatest Show in the Galaxy: Part Two",https://www.imdb.com/title/tt0811886/,TV Episode,7.2,25,1988,"Adventure, Drama, Family, Sci-Fi",511,1988-12-21,"Alan Wareing",,
680,tt0811887,2020-08-02,2020-08-02,,"Doctor Who: The Greatest Show in the Galaxy: Part Three","Doctor Who: The Greatest Show in the Galaxy: Part Three",https://www.imdb.com/title/tt0811887/,TV Episode,7.1,25,1988,"Adventure, Drama, Family, Sci-Fi",506,1988-12-28,"Alan Wareing",,
681,tt0811888,2020-08-02,2020-08-02,,"Doctor Who: The Greatest Show in the Galaxy: Part Four","Doctor Who: The Greatest Show in the Galaxy: Part Four",https://www.imdb.com/title/tt0811888/,TV Episode,7.1,25,1989,"Adventure, Drama, Family, Sci-Fi",514,1989-01-04,"Alan Wareing",,
682,tt0562831,2020-08-02,2020-08-02,,"Doctor Who: Battlefield: Part One","Doctor Who: Battlefield: Part One",https://www.imdb.com/title/tt0562831/,TV Episode,7.2,25,1989,"Adventure, Drama, Family, Sci-Fi",652,1989-09-06,"Michael Kerrigan",,
683,tt0811655,2020-08-02,2020-08-02,,"Doctor Who: Battlefield: Part Two","Doctor Who: Battlefield: Part Two",https://www.imdb.com/title/tt0811655/,TV Episode,7.3,25,1989,"Adventure, Drama, Family, Sci-Fi",565,1989-09-13,"Michael Kerrigan",,
684,tt0811656,2020-08-02,2020-08-02,,"Doctor Who: Battlefield: Part Three","Doctor Who: Battlefield: Part Three",https://www.imdb.com/title/tt0811656/,TV Episode,7.3,26,1989,"Adventure, Drama, Family, Sci-Fi",552,1989-09-20,"Michael Kerrigan",,
685,tt0811657,2020-08-02,2020-08-02,,"Doctor Who: Battlefield: Part Four","Doctor Who: Battlefield: Part Four",https://www.imdb.com/title/tt0811657/,TV Episode,7.4,25,1989,"Adventure, Drama, Family, Sci-Fi",566,1989-09-27,"Michael Kerrigan",,
686,tt0562851,2020-08-02,2020-08-02,,"Doctor Who: Ghost Light: Part One","Doctor Who: Ghost Light: Part One",https://www.imdb.com/title/tt0562851/,TV Episode,7.3,25,1989,"Adventure, Drama, Family, Sci-Fi",637,1989-10-04,"Alan Wareing",,
687,tt0811687,2020-08-02,2020-08-02,,"Doctor Who: Ghost Light: Part Two","Doctor Who: Ghost Light: Part Two",https://www.imdb.com/title/tt0811687/,TV Episode,7.1,25,1989,"Adventure, Drama, Family, Sci-Fi",564,1989-10-11,"Alan Wareing",,
688,tt0811688,2020-08-02,2020-08-02,,"Doctor Who: Ghost Light: Part Three","Doctor Who: Ghost Light: Part Three",https://www.imdb.com/title/tt0811688/,TV Episode,7.1,25,1989,"Adventure, Drama, Family, Sci-Fi",569,1989-10-18,"Alan Wareing",,
689,tt0562902,2020-08-02,2020-08-02,,"Doctor Who: The Curse of Fenric: Part One","Doctor Who: The Curse of Fenric: Part One",https://www.imdb.com/title/tt0562902/,TV Episode,8.1,25,1989,"Adventure, Drama, Family, Sci-Fi",728,1989-10-25,"Nicholas Mallett",,
690,tt0811877,2020-08-02,2020-08-02,,"Doctor Who: The Curse of Fenric: Part Two","Doctor Who: The Curse of Fenric: Part Two",https://www.imdb.com/title/tt0811877/,TV Episode,8.1,25,1989,"Adventure, Drama, Family, Sci-Fi",640,1989-11-01,"Nicholas Mallett",,
691,tt0811878,2020-08-02,2020-08-02,,"Doctor Who: The Curse of Fenric: Part Three","Doctor Who: The Curse of Fenric: Part Three",https://www.imdb.com/title/tt0811878/,TV Episode,8.2,25,1989,"Adventure, Drama, Family, Sci-Fi",647,1989-11-08,"Nicholas Mallett",,
692,tt0811879,2020-08-02,2020-08-02,,"Doctor Who: The Curse of Fenric: Part Four","Doctor Who: The Curse of Fenric: Part Four",https://www.imdb.com/title/tt0811879/,TV Episode,8.2,25,1989,"Adventure, Drama, Family, Sci-Fi",657,1989-11-15,"Nicholas Mallett",,
693,tt0562881,2020-08-02,2020-08-02,,"Doctor Who: Survival: Part One","Doctor Who: Survival: Part One",https://www.imdb.com/title/tt0562881/,TV Episode,7.3,25,1989,"Adventure, Drama, Family, Sci-Fi",622,1989-11-22,"Alan Wareing",,
694,tt0811845,2020-08-02,2020-08-02,,"Doctor Who: Survival: Part Two","Doctor Who: Survival: Part Two",https://www.imdb.com/title/tt0811845/,TV Episode,7.2,25,1989,"Adventure, Drama, Family, Sci-Fi",552,1989-11-29,"Alan Wareing",,
695,tt0811846,2020-08-02,2020-08-02,,"Doctor Who: Survival: Part Three","Doctor Who: Survival: Part Three",https://www.imdb.com/title/tt0811846/,TV Episode,7.4,25,1989,"Adventure, Drama, Family, Sci-Fi",602,1989-12-06,"Alan Wareing",,
